Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Rural","Niger","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","1557.031"
"Employment Indicators: Rural","Nigeria","Employment by status of employment, total, rural areas","Total","2011","Household survey","1000 persons","34102.732"
"Employment Indicators: Rural","Nigeria","Employment by status of employment, total, rural areas","Total","2013","Household survey","1000 persons","35765.26"
"Employment Indicators: Rural","North Macedonia","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","229.356"
"Employment Indicators: Rural","North Macedonia","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","233.878"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","1995","Labour force survey","1000 persons","2042.915"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","1350.895"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","1311.708"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","1320.068"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","986.572"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","1004.014"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","1005.971"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","1014.338"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","1011.429"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","1033.442"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","1075.478"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","1087.426"
"Employment Indicators: Rural","Norway","Employment by status of employment, total, rural areas","Total","2020","Labour force survey","1000 persons","1252.416"
"Employment Indicators: Rural","Pakistan","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","30058.136"
"Employment Indicators: Rural","Pakistan","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","30970.084"
"Employment Indicators: Rural","Pakistan","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","32113.004"
"Employment Indicators: Rural","Pakistan","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","33216.233"
"Employment Indicators: Rural","Pakistan","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","34167.542"
"Employment Indicators: Rural","Pakistan","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","35667.004"
"Employment Indicators: Rural","Pakistan","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","37037.593"
"Employment Indicators: Rural","Pakistan","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","37154.76"
"Employment Indicators: Rural","Pakistan","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","37956.406"
"Employment Indicators: Rural","Pakistan","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","39096.141"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","179.528"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","143.221"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","134.562"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","168.035"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","176.634"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","188.821"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","209.085"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","219.334"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","208.52"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","157.018"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","150.618"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","162.882"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","165.279"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","176.658"
"Employment Indicators: Rural","Palestine","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","189.156"
