Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Official estimates","%","42.4"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Official estimates","%","43.5"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Household income and expenditure survey","%","32.399998"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","30.5"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","30.300001"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","28.9"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","29.1"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","29.5"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","28.2"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","28.699999"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","31.6"
"Employment Indicators: Agriculture","Nicaragua","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Household income and expenditure survey","%","31.1"
"Employment Indicators: Agriculture","Niger","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Household income and expenditure survey","%","77.1"
"Employment Indicators: Agriculture","Niger","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","30.6"
"Employment Indicators: Agriculture","Nigeria","Share of employment in agriculture, forestry and fishing in total employment","Total","1983","Labour force survey","%","33.6"
"Employment Indicators: Agriculture","Nigeria","Share of employment in agriculture, forestry and fishing in total employment","Total","1986","Labour force survey","%","46.9"
"Employment Indicators: Agriculture","Nigeria","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Household survey","%","44.6"
"Employment Indicators: Agriculture","Nigeria","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Household survey","%","39.3"
"Employment Indicators: Agriculture","Nigeria","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Household survey","%","37.8"
"Employment Indicators: Agriculture","Niue","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Population census","%","14.3"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","23.9"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","16.8"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","19.5"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","20.1"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","18.300001"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","19.299999"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","17.9"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","18.1"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","18.7"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","17.3"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","18.7"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","18.5"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","17.9"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","16.6"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","16.2"
"Employment Indicators: Agriculture","North Macedonia","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","15.7"
